HSC	MPP	CMP	MEP	P1	P2	P3	P4	P5	P6	P7	P8	genes
62.44	59.95	76.79	80.9	87.47	92.92	86.69	72.89	59.24	31.58	7.11	6.12	ZDHHC6
39.28	37.54	45.53	49.08	42.47	50.16	50.18	45.97	40.18	30.72	16.06	11.05	VTI1A
2.47	1.31	1.11	2.39	0.93	0.54	0.53	0.47	0.67	1.01	0.34	0.06	RP11-25C19.3
75.7	56.23	17.78	8.91	2.59	1.73	1.12	0.72	0.47	0.5	0.14	0.08	TCF7L2
0	0.05	0.05	0	0	0	0	0	0	0	0	0	RP11-57H14.2
0	0	0	0	0	0	0	0	0	0	0	0	HABP2
0	0.03	0	0	0	0	0	0	0	0	0	0	NRAP
16.7	16.69	17.05	14.65	18.76	17.59	16.22	16.56	5.83	1.81	0.81	0.29	CASP7
0.42	0.6	0.52	0.48	0.08	0.04	0	0.1	0.08	0	0	0	RP11-211N11.5
0.13	0.16	0.05	0.02	0	0	0	0	0	0	0	0	PLEKHS1
13.55	14.99	29.62	32.35	28.3	44.65	52.62	61.73	65.55	28.72	5.9	2.59	DCLRE1A
113.22	117.2	85.7	67.84	60.83	59.22	61.57	71.44	71.62	60.53	21.25	9.06	NHLRC2
0	0	0	0	0	0	0	0	0	0	0	0	AL162407.1
0	0	0.07	0.02	0.14	0	0	0	0	0	0.05	0.01	ADRB1
69.49	65.84	50.57	48.55	18.02	12.81	12.11	13.36	27.81	50.1	64.96	72.04	C10orf118
0.65	0.52	1.35	1.26	0.16	0.65	0.82	0.52	0.11	0.01	0	0	TDRD1
3.09	3.09	0.83	3.07	0.32	0.54	0.53	0.3	0.01	0.03	0.02	0	VWA2
5.52	3.39	2.51	0.77	1.11	0.05	0.04	0	0	0.01	0.02	0.01	AFAP1L2
728.47	505.07	265.51	192.53	41.2	21.08	9.2	4.87	24.15	138.23	409.56	245.4	ABLIM1
0.68	1.18	0.54	0.22	0.14	0.07	0	0	0.01	0.07	0.06	0	RP11-106M7.1
127.94	110.22	77.42	73.17	11.73	14.27	14.41	16.1	31.87	47.8	55.64	57.78	FAM160B1
21.7	19.76	16.78	29.77	16.32	34.24	42.15	45.43	29.16	8.52	2.52	1.03	TRUB1
0.1	0.08	0.17	0.22	0.02	0.05	0.01	0.03	0	0	0	0.04	RP11-383C6.2
0.03	0	0	0.02	0	0	0	0	0.14	0.2	0	0	ATRNL1
0	0.05	0	0	0	0	0	0	0	0	0	0	GFRA1
0	0	0	0	0	0	0	0	0	0	0	0	CCDC172
0	0	0	0	0	0	0	0	0	0	0	0	PNLIPRP3
0	0	0	0	0.18	0	0	0	0	0	0	0	PNLIP
0	0	0	0	0	0	0	0	0	0	0	0.01	PNLIPRP1
0	0	0	0	4.71	0.04	0	0.07	0	0	0	0	C10orf82
0	0	0	0	0.02	0	0	0	0	0	0	0	RP11-498B4.5
0.03	0.03	0	0.02	1.03	0.07	0	0	0	0	0	0	HSPA12A
0.91	0.27	0.05	0	0.02	0	0	0	0	0.01	0	0	RP11-539I5.1
1.75	1.09	0.64	0.31	0.24	0.14	0.05	0.09	0	0.09	0.14	0	ENO4
30.41	17.16	7.12	9.42	6.83	7.86	7.58	4.78	3.06	7.56	9.12	2.07	KIAA1598
0	0	0	0	0	0	0	0	0	0	0	0	VAX1
0	0	0	0	0	0	0	0	0	0	0	0	RP11-501J20.2
0	0	0	0	0	0	0	0	0	0	0	0	KCNK18
5.13	3.2	4.7	0.27	5.37	0.04	0.01	0	0.01	0.03	0.02	0.03	RP11-501J20.5
78.2	100.97	192.7	172.88	123.51	35.73	43.06	40.21	20.67	12.53	6.15	4.8	SLC18A2
599.65	788.17	1652.37	2356.62	75.78	102.88	104.79	101.28	77.71	57.34	26.36	19.1	PDZD8
0	0.03	0.09	1.11	0.02	0.23	0.07	0.05	0	0	0	0	CTA-109P11.4
0	0.05	0.54	6.61	0.06	0.29	0.08	0.09	0	0	0	0	EMX2OS
0	0.03	0.12	1.06	0	0	0	0	0	0	0	0.03	EMX2
0	0	0	0.05	0	0	0	0	0	0	0	0	CTA-109P11.1
0	0	0	0	0	0	0	0	0	0	0	0	RP11-328K15.1
0	0	0	0	0	0	0	0	0	0.01	0	0	RP11-355F22.1
33.14	34.18	29.29	19.82	8.66	5.17	4.94	4.5	6.32	4.7	1.92	0.63	RAB11FIP2
3.7	4.02	4.18	3.26	0.48	0.2	0.11	0.16	0.22	0.39	0.06	0	RP11-354M20.3
0.94	1.09	1.3	1.04	0.73	1.3	1.18	1.27	0.73	0.41	0.02	0	CASC2
66.6	59.62	65.11	57.17	47.75	48.53	48.4	51.08	49.42	51.68	49.01	45.19	FAM204A
0.13	0	0.02	0.07	0.02	0.04	0.04	0	0.01	0.03	0.05	0	LINC00867
0	0	0	0	0	0	0	0	0	0	0	0.03	PRLHR
88.66	85.48	84.42	92.42	113.59	139.9	151.08	128.98	66.54	65.74	78.54	84.3	CACUL1
0	0	0	0	0.02	0	0	0	0	0	0	0	RP11-498J9.2
15.17	12.04	15.51	28.75	8.89	12.61	10.43	8.55	5.43	3.57	1.7	1.42	NANOS1
660.67	638.6	867.33	1469.67	427.57	696.85	729.91	683.09	335.08	193.16	119.75	103.59	EIF3A
12.54	13.93	31.06	74.7	53.26	61.59	55.68	43.34	9.78	2.63	0.45	0.74	FAM45A
13.13	14.99	10.59	15.31	55.26	91.84	93.26	62.07	8.37	1.47	0.2	0.29	SFXN4
79.31	83.46	127.52	196.71	318.53	489.04	527.23	474.73	223.57	88.79	14.42	5.12	PRDX3
3.83	1.34	1.44	0.65	2.67	0.72	0.62	0.3	0.14	0.1	0.02	0	GRK5
0.23	0.05	0.02	0.05	0.08	0	0	0.02	0.03	0	0	0	RP11-79M19.2
45.78	36.34	21.16	13.79	49.4	49.6	53.31	65.39	102.12	100.27	47	46.18	RGS10
117.06	114.71	131.02	136.67	31.95	28.45	20.99	19.44	23.69	24.31	23.31	18.31	TIAL1
9.49	7.5	2.2	1.13	3.53	6.05	4.8	3.47	3.88	4.06	2.69	3.65	BAG3
46.65	39.48	25.51	20.18	11.33	14.43	13.15	14.46	18.27	8.24	1.02	0.88	INPP5F
66.93	68.65	100.14	118.2	46.84	36.38	25.39	17.8	11.8	7.16	0.48	0.54	MCMBP
73.59	73.83	82.81	98.38	85.98	137.19	132.83	99.58	55.54	44.97	35.8	25.29	SEC23IP
0	0	0.14	0.58	0.71	1.61	2.69	5.57	0.46	0	0.03	0	PPAPDC1A
0	0	0	0.27	0.02	0	0	0.1	0	0	0	0	C10orf85
0.75	0.63	0.5	0.36	0.46	0.09	0.07	0.14	0.07	0.07	0.03	0	WDR11-AS1
89.67	93.36	87.14	104.9	99.29	96.32	104.05	113.14	71.02	38.68	14.29	4.01	WDR11
0	0	0.02	0	0.04	0	0	0	0.04	0.01	0	0	RP11-95I16.4
0	0	0	0	0	0	0	0	0	0	0	0	RP11-95I16.2
0	0	0	0	0	0	0	0	0	0	0	0	LINC01153
3.7	2.16	3.62	0.05	0.16	0	0	0	0	0	0	0	FGFR2
0	0	0	0	0	0	0	0	0	0	0	0	RP11-62L18.3
0.1	0.08	0	0.02	0	0	0	0	0	0.01	0	0	RP11-78A18.2
59.88	55.47	65.23	69.53	37.04	46.2	51.46	47.75	23.46	11.62	9.37	9.36	ATE1
0.62	0.66	0.52	0.36	0.12	0.05	0.1	0.02	0.04	0.04	0.14	0.01	ATE1-AS1
22.42	31.49	33.48	37.56	46.41	75.37	69.02	63.31	42.34	17.95	1.89	0.39	NSMCE4A
0.03	0.03	0	0.02	0.2	0.78	1	0.63	0.28	0.07	0.12	0.01	TACC2
0	0	0	0	0	0	0	0	0	0	0	0	BTBD16
31.68	21.01	14.47	11.76	4.04	2.94	1.6	0.82	0.17	0.07	0.03	0.03	PLEKHA1
0	0	0	0	0	0	0	0	0	0	0	0	ARMS2
0.03	0.03	0	0	0.06	0	0	0	0	0.01	0.02	0	HTRA1
0	0	0	0	0.02	0	0	0	0	0	0	0.21	DMBT1
0	0	0	0	0	0	0	0	0	0	0	0	C10orf120
1.95	1.31	0.71	0.53	2.75	1.93	1.51	1.64	1.25	1.06	0.12	0.14	CUZD1
0.13	0.41	0.05	0.14	0.36	0.7	0.47	0.65	0.32	0.23	0.09	0.01	FAM24B
0	0	0	0.02	0.02	0.04	0	0.02	0.03	0.06	0.02	0	FAM24A
11.7	8.4	6.95	8.76	18.4	18.78	22.58	24.08	40.93	34.74	9.65	5.58	C10orf88
25.96	16.39	20.21	16.66	6.12	10.67	11.04	9.63	5.68	4.13	2.4	4.52	PSTK
39.02	40.25	39.69	52.07	25.51	49.99	53.4	52.74	39.47	35.34	52.17	88	IKZF5
59	55.9	45.72	66.99	15.51	44.36	44.16	36.39	13	6.33	2.65	1.89	ACADSB
0	0	0	0	0	0	0	0	0	0	0	0	HMX3
0	0	0	0	0	0.02	0.01	0	0.01	0	0	0	HMX2
65.86	65.81	104.45	115.04	288.82	288.22	341.15	406.01	369.84	200.15	39.57	18.14	BUB3
0	0	0	0	0	0	0	0	0	0.01	0	0	RP11-282I1.1
0	0	0	0	0	0	0	0	0	0	0	0	RP11-338O1.2
0	0	0	0	0	0	0	0	0	0	0	0	RP11-282I1.2
0	0	0.05	0	0	0	0	0	0	0	0	0	GPR26
0	0	0	0	0.04	0	0	0	0	0	0	0	CPXM2
0	0	0	0	0	0	0	0	0	0	0	0	RP11-391M7.3
0.06	0.03	0.17	0.17	0.08	0	0	0	0	0	0	0	CHST15
30.51	35.63	34.42	60.48	191.08	508.3	654.42	892.01	1024.74	740.58	459.18	196.96	OAT
0	0	0	0	0	0	0	0	0	0	0	0	RP13-238F13.5
0	0	0	0	0	0	0	0	0	0	0	0	NKX1-2
0	0	0	0	0	0	0	0	0	0	0	0	RP13-238F13.3
2.44	5.2	6.17	9.42	19.63	28.52	29.6	36.95	30.12	19.45	9.71	5.82	LHPP
0.26	0.19	0.45	0.07	0.24	0.29	0.15	0.14	0.46	0.47	0.05	0	RP11-12J10.3
6.21	8.92	9.53	13.86	26.18	41.31	41.47	46.3	101.57	73.75	10.7	2.28	FAM53B
0.32	0.25	0.17	0.1	0.67	0.49	0.49	0.63	1.34	0.97	0.15	0.04	FAM53B-AS1
16.15	13.71	14.52	14.56	10.83	16.94	18.65	17.39	9.12	4.34	0.46	0.08	METTL10
31.48	32.78	30.78	41.52	35.16	50.41	55.8	51.9	34.98	23.89	13.83	6.15	FAM175B
136.16	142.23	124.75	133.38	15.35	15.55	12.34	11.72	19.37	32.11	54.35	69.65	ZRANB1
1.04	0.85	0.52	0.31	0.42	0.18	0.32	0.51	0.55	0.66	0.71	0.9	RP11-298J20.3
64.49	55.08	59.43	82.18	43.91	41.85	31.77	25.02	17.66	14.29	9.51	11.78	CTBP2
0	0	0	0	0	0	0	0	0	0	0	0	TEX36-AS1
0	0	0	0	0	0	0	0	0	0	0	0	TEX36
0	0.03	0	0.02	0.04	0.07	0.01	0	0	0	0	0	RP11-383C5.3
0.16	0.11	0.02	0.36	0.14	0.11	0.11	0.07	0.11	0.03	0	0	RP11-383C5.4
44.41	42.11	54.7	52.15	39.77	49.72	45.56	42.06	30.43	17.09	5.73	4.97	EDRF1
3.18	3.37	5.2	5.19	0.63	0.61	0.55	0.75	0.64	0.6	0.12	0.1	EDRF1-AS1
0.55	0.6	0.9	0.92	0.12	0	0.07	0.03	0.14	0.16	0.09	0	MMP21
26.09	31.88	42.25	69.58	87.84	165.64	210.18	367.39	820.83	448.84	71.23	15.14	UROS
68.91	81.84	103.85	125.3	123.75	295.64	305.4	265.36	123.04	65.82	26.98	15.32	BCCIP
60.53	47.67	54.21	88.55	12	18.19	13.05	10.35	10.11	17.83	34.61	30.09	DHX32
2.05	2.74	2.29	3.55	2.18	3.76	3.63	3.07	1.4	8.13	41.53	47.67	FANK1
0	0	0	0	0	0	0	0.03	0.03	0.09	0.43	0.56	FANK1-AS1
0.94	1.01	0.95	1.86	0.85	0.27	0.59	0.61	0.22	1.96	7.71	6.37	ADAM12
0	0	0	0	0	0	0	0	0	0	0	0	LINC00601
0	0	0.02	0.05	0	0	0	0.03	0	0	0	0	C10orf90
136.03	118.37	51.44	12.12	11.59	2.55	0.78	0.38	0	0	0.06	0	DOCK1
2.34	0.85	0.19	0.1	0.16	0	0	0.03	0	0	0	0	RP11-223P11.3
0	0	0	0	0	0	0	0	0	0	0	0	RP11-223P11.2
3.64	2.76	1.3	0.12	0.55	0.13	0.08	0.07	0.68	1.37	1.13	0.32	FAM196A
0	0	0	0	0	0	0	0	0	0	0	0	NPS
1.36	1.04	0.12	0	0.08	0	0	0	0	0	0	0	FOXI2
0	0	0	0	0	0	0	0	0	0	0	0	CLRN3
38.3	41.46	49.43	11.11	52.86	5.4	4.92	4.38	1.9	2.86	1.35	0.28	PTPRE
0.03	0	0.12	0	0.1	0	0	0	0	0	0	0	RP11-4C20.3
94.45	56.83	135.32	133.36	391.3	275.51	273.59	391.34	1028.52	988.94	156.79	17.16	MKI67
0	0.08	0	0	0.02	0	0	0	0	0	0	0	RP11-264E18.1
0	0	0	0	0	0	0	0	0	0	0	0	RP11-442O18.2
0	0	0	0	0	0	0	0	0	0	0	0	RP11-442O18.1
0	0	0	0	0	0	0	0	0	0	0	0	RP11-168C9.1
8.9	10.59	7.8	10.91	39.93	39.97	36.7	31.25	12.97	2.63	0.19	0.06	MGMT
0.13	0.03	0	0.02	0.18	0.05	0.08	0.09	0.07	0.01	0	0	AL355531.2
0.29	0.03	0.02	0.02	0	0.07	0	0	0	0	0	0	RP11-109A6.2
0.19	0.25	0.21	0.12	0.2	0.04	0.04	0.03	0.12	0.01	0	0	RP11-109A6.3
2.14	0.68	0.35	0.14	0.14	0.02	0.03	0.02	0	0	0	0	EBF3
1.27	1.81	0.66	1.71	2.57	1.21	1.22	1.22	0.17	0.14	0.03	0.15	LINC00959
20.7	23.61	27.92	46.35	121.12	252.84	254.36	192.52	98.9	69.65	39.43	36.4	GLRX3
0	0	0	0	0.04	0	0	0	0	0	0	0	RP11-540N6.1
0.06	0	0	0	0.02	0.04	0.07	0	0	0	0	0	TCERG1L
0	0	0	0	0	0.02	0	0	0	0	0	0	TCERG1L-AS1
0	0	0	0	0	0	0	0	0	0.03	0.03	0	AL450307.1
12.18	11.05	17.35	24.46	21.57	16.54	9.28	7.75	8.48	8.86	4.15	4.24	PPP2R2D
10.4	9.93	6.71	10.38	20.32	39.46	44	44.24	9.62	4.92	2.6	1.77	BNIP3
0.65	0.3	0.43	0.48	0.53	0.05	0.08	0.26	0.61	0.84	0.42	0.13	JAKMIP3
0.1	0.41	0.12	0.39	0	0.02	0	0	0	0	0.05	0	RP11-140A10.3
0.32	0.49	0.35	0.48	0.81	0.83	0.25	0.31	0.1	0.09	0.02	0	DPYSL4
3.05	5.28	4.7	6.66	22.01	18.8	11.35	7.62	2.48	1.94	1.38	2.73	STK32C
8.32	6.95	11.89	8.47	10.64	6.14	4.66	3.45	1.27	0.84	0.87	1.21	LRRC27
1.36	2.74	2.6	2.08	7.19	1.14	0.4	0.17	0.1	0.06	0.12	0.01	PWWP2B
0	0	0	0	0.04	0	0	0.02	0	0	0	0	RP11-432J24.2
0.58	0.68	0.33	0.14	0.59	0.05	0.16	0.05	0	0.03	0.02	0	RP11-432J24.3
0.19	0.03	0.05	0.24	0.48	0.31	0.21	0.16	0	0	0.02	0	C10orf91
0	0.33	0	0	0.04	0	0	0	0	0	0	0	RP11-432J24.5
0.03	0.08	0.02	0	0.06	0	0	0	0	0	0	0	LINC01165
6.73	6.79	3.95	2.7	3.6	0.65	0.26	0.23	0.19	0.26	0.98	1.86	INPP5A
0	0	0	0	0	0	0	0	0	0	0	0	RP11-288G11.3
0	0	0	0	0	0	0	0	0	0	0	0	NKX6-2
0.03	0.16	0.21	0.24	0.1	0.18	0.18	0.17	0	0	0.02	0	TTC40
0	0	0	0	0	0	0	0	0	0	0	0	LINC01166
0	0	0	0	0	0	0	0	0	0	0	0	LINC01167
0	0	0	0	0	0	0	0	0	0	0	0	LINC01168
0	0	0	0	0.04	0	0	0	0	0	0	0	GPR123
0	0	0	0	0	0	0	0	0	0	0	0	GPR123-AS1
0.03	0	0	0.07	0	0.11	0.22	0.03	0.01	0.06	0.05	0	KNDC1
0	0	0	0	0	0	0	0	0	0	0	0	UTF1
0.03	0.14	0.02	0.07	0.73	0.11	0.03	0.07	0	0	0	0.03	VENTX
0	0	0	0.02	0.02	0	0.03	0.02	0.03	0	0.02	0	MIR202HG
6.53	7.8	4.87	5.14	137.5	15.44	10.57	6.04	2.8	4.72	4.96	4.59	ADAM8
18.71	23.94	21.68	29.12	96.58	127.82	129.77	136.62	120.02	83.26	56.04	30.14	TUBGCP2
0.23	0.08	0.09	0.05	0.85	0.63	0.27	0.47	0.48	0.79	1.21	0.92	RP11-122K13.12
4.78	6.32	6.29	8.59	25.37	29.73	23.84	21.96	15.99	9.66	3.98	5.31	ZNF511
0	0	0	0	0	0	0	0	0	0	0	0	RP11-122K13.14
0.03	0	0	0	0	0	0	0	0	0	0	0.01	CALY
0.13	0.11	0.21	0.02	0.02	0	0.01	0	0	0	0	0	RP11-122K13.7
0.23	0.22	0.12	0.1	0.04	0	0	0	0	0	0	0	PRAP1
0.88	1.34	1.13	1.64	14.22	13.2	10.76	8.79	1.98	0.63	0.06	0.4	FUOM
26.38	32.21	41.56	54.92	145.16	219.06	210.87	162.77	38.71	12.4	6.78	6.26	ECHS1
0.55	0.44	0.66	0.34	0.75	0.67	0.48	0.61	0.14	0.01	0.02	0	PAOX
0	0	0	0	0	0	0	0	0	0	0	0	AL360181.1
0.03	0	0	0	0	0	0	0	0	0	0	0	RP11-108K14.8
0.91	1.56	1.32	1.38	8.83	8.2	5.99	5.97	3.23	2.17	0.59	0.32	MTG1
0.58	0.22	0.19	0.53	6.6	8.31	5.47	3.94	2.23	0.84	0.4	0.19	SPRN
0.29	0.44	0.61	10.24	0.3	1.82	1.37	1.64	0.68	0.4	0.14	0.13	CYP2E1
0	0	0	0	0	0	0	0	0	0	0	0	AL161645.2
0	0.03	0	0	0.06	0	0.08	0.03	0	0	0	0	SYCE1
0	0	0	0	0	0	0	0	0	0	0	0	FRG2B
0	0	0	0	0	0	0	0	0	0	0	0	RP11-304M2.6
2.27	2.13	1.11	1.4	1.27	1.23	0.89	0.94	1.36	1.1	0.45	0.7	LINC01001
0	0	0	0	0	0	0	0	0	0	0.03	0.01	RP11-304M2.3
47.34	45.4	50.97	43	65.86	59.62	60.41	55.17	22.06	13.89	20.27	55.5	BET1L
0	0	0	0	0	0	0	0.02	0	0	0	0	SCGB1C1
0.39	0.49	0.26	0.05	0	0.04	0	0.02	0.04	0	0.06	0.07	ODF3
0	0	0	0	0	0	0	0	0	0	0	0	RP11-304M2.5
21.96	22.99	22.13	27.91	100.9	112.63	120.56	127.6	102.94	64.03	22.25	21.61	RIC8A
7.28	6.49	6.97	7.99	21.89	27.51	25.2	25.05	13.94	6.14	2.11	2.02	SIRT3
28.17	40.39	35.01	42.47	217.24	274.71	274.01	244.79	144.6	105.84	91.24	112.17	PSMD13
0.06	0.14	0.09	0.05	0.04	0	0	0	0	0	0.05	0.19	NLRP6
0.1	0.16	0	0	0.06	0	0	0	0	0	0	0.04	RP11-326C3.2
2.05	1.78	1.65	0.58	15.69	4.64	3.65	3.18	0.55	0.31	0.15	0.63	ATHL1
0	0.03	0	0	0.02	0.04	0	0	0	0	0	0	IFITM5
72.74	96.24	125.49	30.73	467.06	306.23	215.24	103.81	2.98	1.1	0.74	0.78	IFITM2
0.88	0.9	0.83	0.19	0.16	0.13	0.08	0.14	0	0	0	0	RP11-326C3.7
1.04	0.68	0.61	0.53	18.36	23.52	19.15	9	0.58	0.14	0.05	0.04	IFITM1
0.81	0.68	0.85	0.41	1.33	0.6	0.49	0.31	0.03	0.01	0	0	RP11-326C3.11
62.12	61.79	30.69	10.28	99.39	183.05	122.68	58.69	4.56	0.86	0.42	0.71	IFITM3
0	0	0	0	0	0	0	0	0	0	0	0	RP11-326C3.10
0	0	0	0	0	0	0	0	0	0	0	0	RP11-326C3.14
0.23	0	0	0.19	0.36	0.38	0.27	0.09	0	0	0	0	RP11-326C3.13
0.26	0.11	0.07	0.05	0.32	0.31	0.37	0.07	0	0	0.05	0	RP11-326C3.12
0	0	0	0.02	0.14	0.09	0.03	0	0	0	0	0	RP11-326C3.15
0.1	0.41	0.14	0.02	0.02	0	0.03	0	0	0	0	0	B4GALNT4
0.06	0.08	0	0.02	0.24	0.05	0.01	0.03	0	0	0	0	PKP3
2.66	4.3	5.08	3.86	44.47	24.74	18.48	13.36	3.48	1.03	0.37	1.18	SIGIRR
0.68	1.12	0.8	0.43	1.76	0.69	0.99	1.03	0	0	0	0	ANO9
2.5	3.78	4.63	6.93	12.83	11.97	7.72	6.3	4.6	4.59	2.2	1.18	PTDSS2
0.1	0.05	0.05	0.12	0.04	0.04	0.1	0.03	0.06	0.03	0.02	0.03	RP13-317D12.3
9.19	11.82	9.31	20.69	287.47	544.74	646.37	650.98	170.25	79.53	63.92	96.52	RNH1
0	0.03	0	0.02	0.22	0.07	0	0.03	0	0	0	0	RP13-46H24.1
1.43	2.44	3.14	4.85	12.42	11.92	6.28	5.7	2.63	2.11	0.56	0.39	HRAS
0.49	1.56	0.35	0.51	1.98	1.68	1.48	0.77	0.33	0.23	0.08	0.04	LRRC56
0.19	0.05	0.12	0.02	0.2	0.13	0.22	0.3	0.08	0.14	0.03	0	C11orf35
0.29	0.08	0.02	0.02	0.28	0.14	0.04	0.12	0.1	0.09	0.03	0	RP11-496I9.1
0.29	0.63	0.66	1.4	41.63	33.77	29.13	27.2	38.32	31.89	3.81	0.92	RASSF7
0	0	0.05	0	1.7	1.39	1.49	2.32	1.94	0.81	0.15	0	MIR210HG
4.32	6.65	5.51	9.32	25.47	22.79	17.67	18.48	19.34	15.42	5.3	4.34	PHRF1
1.3	1.15	1.23	0.7	15.69	2.42	2.91	3.07	6.29	6.59	6.26	5.45	IRF7
0.03	0.11	0.09	0.05	1.43	0.52	0.37	0.35	0.54	0.61	0.25	0.19	CDHR5
0	0.03	0.02	0	0	0	0	0	0	0.01	0.03	0	SCT
0	0.08	0.02	0.05	0.2	0.14	0	0.02	0.06	0.04	0.02	0.04	DRD4
8.58	17.65	11.75	17.67	17.39	18.95	11.64	8.6	6.79	4.97	2.48	3.06	DEAF1
0.49	1.01	0.43	0.31	1.58	0.94	0.67	0.87	1.45	0.97	0.7	0.72	RP11-754B17.1
1.01	0.74	0.73	0.43	3.51	2.24	2.56	2.39	0.04	0.01	0.12	0.28	EPS8L2
6.5	8.73	6.88	7.05	29	19.07	18.28	17.48	15.27	10.77	3.86	2.82	TMEM80
0	0	0	0	0	0	0	0	0	0	0	0	AP006621.9
209.59	244.9	290.99	295.06	700.6	606.37	609.65	561.93	652.61	831.76	1130.72	1071.51	TALDO1
2.83	3.72	2.34	6.01	34.8	43.11	33.62	34.58	19.33	14.43	8.21	7.86	PDDC1
1.04	1.61	1.25	0.87	5.07	2.82	2.39	2.56	1.44	0.93	0.34	0.57	AP006621.5
0	0	0	0.02	0.44	0.25	0.33	0.35	0.11	0.16	0.19	0.06	AP006621.6
0.03	0	0	0	0.04	0	0	0	0.01	0	0	0	CEND1
2.53	4.19	4.89	3.26	10.34	15.77	10.09	8.01	2.55	1.14	0.91	0.68	SLC25A22
0.94	1.5	1.28	1.79	49.42	59.08	60.53	73.71	65.52	33.37	7.42	7.87	PIDD
1394.92	1901.03	1554.24	1689.09	1294.94	1098.88	944.93	955.19	928.5	666.65	297.76	244.82	RPLP2
12.09	14.5	14.04	11.25	26.78	7.19	4.2	4.36	6.17	12.69	33.5	68.22	PNPLA2
0	0	0	0	0	0	0	0	0	0	0	0	AP006621.8
0.32	0.25	0.73	0.68	6.73	1.17	0.71	0.52	0.15	0.07	0.14	0.13	EFCAB4A
10.23	14.28	8.42	13.18	56.27	33.36	31.27	23.81	17.87	10.09	2.17	1.78	CD151
5.04	6.43	6.86	11.03	115.04	150.61	142.34	121.53	79.26	48.97	29.42	22.32	POLR2L
1.17	2.27	2.08	3.84	41.51	36.59	35.04	28.45	15.24	9.93	4.83	2.8	TSPAN4
0.45	0.41	0.28	0.36	0.89	0.79	0.48	0.33	0.26	0.23	0.67	0.49	RP11-1391J7.1
16.99	24.33	30.12	46.3	178.48	239.4	277.9	294.42	251.41	228.01	169.6	66.13	CHID1
23.81	22.03	16.05	24.77	24.58	22.54	19.06	20.13	32.05	32.19	15.16	4.61	AP2A2
0.58	0.74	0.12	0.43	0.1	0.04	0.01	0.09	0.04	0.03	0.02	0	MUC6
0.52	0.03	0	0	0.08	0	0	0	0.01	0.03	0	0	RP13-870H17.3
0	0	0	0	0	0	0	0	0	0	0	0.04	MUC2
0.03	0	0	0	0.1	0	0	0	0	0	0	0.01	MUC5AC
0.06	0.03	0	0	0.69	0.18	0.19	0.17	0.25	0.31	0.23	0.51	MUC5B
0	0	0	0	0	0	0	0	0	0	0	0	RP11-532E4.2
8.74	8.98	6.26	13.47	61.84	56.57	64.15	64.03	64.77	78.73	118.7	121.3	TOLLIP
0	0	0	0	0	0	0	0	0	0	0	0	AC136297.1
1.14	0.77	0.61	0.72	1.05	1.01	0.47	0.52	0.44	0.29	0.03	0	TOLLIP-AS1
0.03	0.33	0.09	0	0.26	0.04	0.04	0.05	0.18	0.3	0.56	0.65	BRSK2
1.92	3.39	2.29	3.11	7.63	8.18	5.81	6.8	11.94	14.59	18.37	27.66	MOB2
0.19	0.47	0.28	0.1	0	0	0	0	0	0.03	0.05	0.04	DUSP8
0	0	0	0	0	0	0	0	0	0	0	0	KRTAP5-AS1
0	0	0	0	0	0	0	0	0	0	0	0	KRTAP5-1
0	0	0	0	0	0	0	0	0	0	0	0	KRTAP5-2
0	0	0	0	0	0	0	0	0	0	0	0	KRTAP5-3
0	0	0	0	0	0	0	0	0	0	0	0	KRTAP5-4
0	0	0	0	0	0	0	0	0	0	0	0	KRTAP5-5
0	0	0	0	0	0	0	0	0	0	0	0	AP006285.7
0	0	0	0	0	0	0	0	0	0	0	0	FAM99B
0	0	0	0	0	0	0	0	0	0	0	0	AP006285.6
0	0.05	0	0	0	0	0	0	0	0	0	0	KRTAP5-6
1.1	0.36	0.17	0.02	0.99	0.45	0.33	0.24	1.22	1.71	3.02	5.68	IFITM10
0	0	0	0	0	0	0	0	0	0	0	0	RP11-295K3.1
14.39	17.4	14.49	10.77	366.15	132.41	114.51	107.1	114.9	112.06	159.45	255.27	CTSD
0.03	0.11	0	0	1.43	0.51	0.34	0.44	0.4	0.66	0.77	1.63	AC068580.6
0	0	0	0	0.04	0	0	0	0	0.01	0.02	0.03	AC068580.7
0	0	0	0	0	0.02	0.03	0	0	0	0	0.01	SYT8
0.1	0.03	0.59	0.07	0.63	0.02	0	0	0.01	0	0	0	TNNI2
15.11	15.6	10.05	3.81	37.97	2.84	0.53	0.37	0.07	0.2	0.28	0.19	LSP1
0	0.03	0	0	0.97	0.05	0	0	0	0	0	0.01	C11orf89
4.48	3.75	13.22	7.53	2.91	0.51	0.07	0.07	0.01	0.01	0	0	LINC01150
3.25	5.86	1.61	1.28	1.09	0.23	0.03	0.16	0.06	0.09	0	0.03	TNNT3
6.3	7.09	5.67	7.82	17.31	14.67	13.01	12.91	12.97	8.53	2.29	2.42	MRPL23
0.39	0.14	0	0.05	0.36	0.09	0.19	0.28	0.32	0.26	0.28	0.45	MRPL23-AS1
0.06	0	0	0	0.04	0	0	0.02	0.01	0.01	0	0	AC051649.6
0	0	0.02	0	0	0.07	0.05	0.4	19.29	36.45	22.11	27.58	IGF2
0	0	0	0	0	0	0	0	0	0	0	0	INS-IGF2
0	0	0	0	0	0	0	0	0	0	0	0	IGF2-AS
