NC7_1_S11	NC7_2_S12	NC7_3_S13	TMCC_6_1_S14	TMCC_6_2_S15	TMCC_9_2_S16	TMCC_9_3_S17	genes
0	0	0	0	0	0	0	B4GALNT4
0	3	1	0	1	0	10	PKP3
59	68	67	61	67	72	72	SIGIRR
0	10	0	0	3	2	1	ANO9
40	72	30	45	38	68	39	PTDSS2
0	0	0	0	0	0	0	RP13-317D12.3
3595	4331	3673	4332	3992	3828	3460	RNH1
1	0	1	0	1	2	0	RP13-46H24.1
17	16	14	14	17	11	8	HRAS
12	15	16	12	16	14	15	LRRC56
2	2	0	0	0	2	0	C11orf35
0	0	1	2	1	0	3	RP11-496I9.1
97	128	98	115	112	109	110	RASSF7
10	14	3	12	8	9	4	MIR210HG
56	91	58	57	64	59	73	PHRF1
206	290	214	218	209	233	185	IRF7
2	0	1	3	3	1	1	CDHR5
0	0	0	0	0	0	0	SCT
0	1	0	1	1	3	0	DRD4
26	36	51	45	44	32	57	DEAF1
3	1	0	2	3	0	3	RP11-754B17.1
1	12	10	18	9	8	4	EPS8L2
81	63	56	72	69	102	51	TMEM80
0	0	0	0	0	0	0	AP006621.9
8638	9426	7911	8200	8783	8273	8267	TALDO1
61	82	65	85	83	84	82	PDDC1
4	3	3	6	6	11	2	AP006621.5
0	1	0	0	0	0	2	AP006621.6
0	0	0	0	0	0	0	CEND1
0	6	7	5	2	13	8	SLC25A22
82	89	92	113	119	121	83	PIDD
13436	17386	15349	16214	17201	15892	13703	RPLP2
236	264	213	221	229	207	250	PNPLA2
0	0	0	0	0	0	0	AP006621.8
0	1	0	1	0	0	0	EFCAB4A
164	266	206	273	257	173	200	CD151
941	1240	1054	1320	1169	1168	940	POLR2L
168	227	179	223	222	225	205	TSPAN4
4	7	1	4	2	1	1	RP11-1391J7.1
2585	3214	2665	3014	3082	2892	2524	CHID1
346	442	321	423	350	395	339	AP2A2
1	0	0	2	0	0	0	MUC6
0	0	0	0	0	0	0	RP13-870H17.3
0	0	0	0	0	1	0	MUC2
0	1	1	0	0	0	0	MUC5AC
1	2	0	2	1	2	0	MUC5B
0	0	0	0	0	0	0	RP11-532E4.2
447	521	475	533	543	453	487	TOLLIP
0	0	0	0	0	0	0	AC136297.1
1	1	1	0	0	1	0	TOLLIP-AS1
0	2	0	0	0	1	0	BRSK2
93	125	125	99	115	118	91	MOB2
4	4	7	4	9	5	3	DUSP8
0	0	0	1	0	0	0	KRTAP5-AS1
0	0	0	0	0	0	0	KRTAP5-1
0	0	0	0	0	0	0	KRTAP5-2
0	0	0	0	0	0	0	KRTAP5-3
0	0	0	0	0	0	0	KRTAP5-4
0	0	0	0	0	0	0	KRTAP5-5
0	0	0	0	0	0	0	AP006285.7
0	0	0	0	0	0	0	FAM99B
0	0	0	0	0	0	0	AP006285.6
0	0	0	0	0	0	0	KRTAP5-6
0	4	4	8	3	5	4	IFITM10
0	0	0	0	0	0	0	RP11-295K3.1
794	893	717	962	935	897	711	CTSD
1	3	1	7	0	0	3	AC068580.6
0	0	0	0	0	0	0	AC068580.7
0	0	0	0	0	0	0	SYT8
0	0	2	0	0	0	0	TNNI2
0	0	0	1	0	1	0	LSP1
0	0	0	0	0	0	0	C11orf89
0	0	0	0	0	0	0	LINC01150
0	0	0	0	0	0	0	TNNT3
68	120	73	99	103	88	76	MRPL23
0	0	2	0	1	0	0	MRPL23-AS1
0	0	0	0	0	0	0	AC051649.6
4	13	13	12	14	10	20	IGF2
0	0	0	0	0	0	0	INS-IGF2
0	0	0	0	0	0	0	IGF2-AS
0	0	0	0	0	0	0	INS
0	0	0	0	0	0	0	TH
0	0	0	0	0	0	0	ASCL2
598	866	593	758	784	933	780	C11orf21
210	300	210	241	264	287	243	TSPAN32
27	40	32	35	26	38	30	CD81
584	758	639	605	636	637	640	TSSC4
0	0	0	0	0	0	0	AC124057.5
0	0	0	0	1	0	0	TRPM5
0	0	0	0	0	0	0	KCNQ1
63	33	61	58	61	48	70	KCNQ1OT1
0	0	0	0	0	0	0	KCNQ1-AS1
0	0	0	0	0	0	0	KCNQ1DN
7	0	3	2	4	2	1	CDKN1C
0	0	0	0	0	1	0	SLC22A18AS
45	63	47	50	48	54	23	SLC22A18
6	7	5	4	2	8	5	PHLDA2
2222	2106	1841	1934	1891	2017	2173	NAP1L4
16	4	8	6	12	10	6	AC131971.1
1631	1873	1456	1763	2038	1979	1783	CARS
2	0	1	1	5	4	0	CARS-AS1
31	25	33	33	45	37	16	OSBPL5
0	0	0	0	0	0	0	AC108448.3
0	1	0	0	1	0	0	MRGPRG
10	2	10	8	6	9	4	MRGPRG-AS1
60	61	48	45	38	54	58	AC109309.4
157	166	138	144	130	108	136	MRGPRE
0	0	2	1	0	0	1	RP5-1173A5.1
193	178	158	135	118	124	170	ZNF195
1	1	0	1	0	1	0	RP13-726E6.1
0	0	0	0	0	0	0	ART5
0	0	0	0	1	0	0	ART1
8	2	5	6	5	4	9	CHRNA10
1262	1347	1174	1181	1206	1192	1264	NUP98
43	53	53	63	70	65	32	PGAP2
684	950	757	980	995	899	746	RHOG
0	4	0	1	0	1	3	AC090587.5
423	518	384	450	372	457	437	STIM1
600	498	423	439	424	469	431	RRM1
0	0	0	0	0	0	0	RRM1-AS1
3	3	0	2	1	4	1	RP11-23F23.2
0	0	0	0	0	0	0	OR52B4
442	520	419	477	473	510	461	TRIM21
0	0	0	0	0	0	0	OR52K2
0	0	0	0	0	0	0	OR52K1
0	0	0	0	0	0	0	OR52M1
0	0	0	0	0	0	0	C11orf40
0	0	0	0	0	0	0	OR52I2
0	0	0	0	0	0	0	OR52I1
105	141	139	92	85	100	88	TRIM68
0	0	0	0	0	0	0	OR51D1
0	0	0	0	0	0	0	OR51E1
0	0	0	0	0	0	0	OR51E2
0	0	0	2	0	0	0	MMP26
0	0	0	0	0	0	0	OR51F1
0	0	0	0	0	0	0	OR52R1
0	0	0	0	0	0	0	OR51F2
0	0	0	0	0	0	0	OR51S1
0	0	0	0	0	0	0	OR51H1P
0	0	0	0	0	0	0	OR51T1
0	0	0	0	0	0	0	OR51A7
0	0	0	0	0	0	0	OR51G2
0	0	0	1	0	0	0	OR51G1
0	0	0	0	0	0	0	OR51A4
0	0	0	0	0	0	0	OR51A2
0	0	0	0	0	0	0	OR51L1
0	0	0	0	0	0	0	OR52J3
0	0	0	0	0	0	0	OR52E2
0	0	0	0	0	0	0	AC113331.9
0	0	0	1	1	0	3	OR52A5
1	2	0	3	2	2	2	OR52A1
0	0	0	2	0	1	3	OR51V1
27	14	23	19	14	20	23	AC104389.16
1815917	2194403	1916695	2105578	2190188	2062184	1980756	HBB
44979	57123	48036	52407	53620	53630	49732	HBD
18229	16556	18225	16682	17942	12785	12203	HBG1
167238	197488	192648	164576	172215	144473	152901	HBG2
498	710	761	478	607	542	526	HBE1
1	2	0	0	0	0	0	OR51B4
0	0	0	0	0	1	0	OR51B2
0	1	0	0	0	0	0	OR51B5
6	11	7	6	6	8	8	OR51B6
18	20	16	16	13	17	20	OR51M1
0	0	2	1	0	0	0	OR51J1
0	0	0	0	0	0	1	OR51Q1
0	0	0	0	0	0	0	OR51I1
0	0	0	2	2	3	0	OR51I2
0	0	0	0	0	0	0	OR52D1
0	0	0	0	0	0	0	UBQLN3
1	0	0	4	4	1	2	UBQLNL
0	0	0	0	3	0	0	OR52H1
1	0	0	0	0	0	0	AC015691.13
1	0	0	0	0	0	0	OR52B6
10	4	8	8	3	5	0	TRIM6
0	0	0	0	0	0	0	TRIM6-TRIM34
0	0	0	0	1	0	0	TRIM34
558	511	430	538	486	495	486	TRIM5
37	31	18	17	31	27	25	TRIM22
0	0	0	0	0	0	0	OR56B1
0	0	0	0	0	0	0	OR52N4
0	0	0	0	0	0	0	OR52N5
0	0	0	0	0	0	0	OR52N1
0	0	0	0	0	0	0	OR52N2
0	0	0	0	0	0	0	OR52E6
0	0	0	0	0	0	0	OR52E8
0	0	0	0	0	0	0	OR52E4
0	0	0	0	0	0	0	AC025016.1
0	0	0	0	0	0	0	OR56A3
0	0	0	0	0	0	0	OR52L1
0	0	0	0	0	0	0	OR56A4
0	0	0	0	0	0	0	OR56A1
0	0	0	0	0	0	0	OR56B4
0	0	2	0	0	0	0	OR56B3P
0	0	0	0	0	0	0	OR52B1P
0	0	0	0	0	0	0	OR52B2
0	0	0	0	0	0	0	OR52W1
0	0	0	1	0	0	1	RP11-290F24.6
0	0	0	0	0	0	0	C11orf42
70	79	68	77	81	85	78	FAM160A2
0	0	1	0	0	0	0	CNGA4
0	0	0	0	0	0	0	CCKBR
0	0	0	0	0	0	0	PRKCDBP
0	0	0	0	0	0	0	RP11-304C12.3
76	98	68	55	74	61	77	SMPD1
0	2	0	3	1	2	6	APBB1
1	0	0	1	1	0	0	HPX
4	2	0	1	0	2	2	TRIM3
415	484	431	471	513	529	507	ARFIP2
529	401	396	370	403	430	503	TIMM10B
0	0	0	0	0	0	0	TIMM10B.1
243	340	254	329	319	319	336	DNHD1
521	619	462	539	622	641	557	RRP8
0	0	0	0	0	0	0	RP11-732A19.8
2	2	1	4	7	4	3	ILK
46	44	37	44	66	56	36	TAF10
4830	5882	4824	5555	5751	5705	4895	TPP1
0	0	0	0	1	2	0	RP11-732A19.9
0	0	0	0	0	2	0	DCHS1
0	0	0	0	0	0	0	RP11-732A19.5
0	0	0	0	0	0	0	RP11-732A19.6
92	89	90	94	91	110	89	MRPL17
0	0	0	0	0	0	0	OR2AG2
0	0	0	0	0	0	0	OR2AG1
0	0	0	0	0	0	0	OR6A2
0	0	0	0	0	0	0	OR10A5
0	0	0	0	0	0	0	OR10A2
0	0	0	0	0	0	0	OR10A4
0	0	0	0	0	0	0	OR2D2
0	0	0	0	0	0	0	OR2D3
0	0	0	0	0	0	0	ZNF215
0	0	0	0	0	0	0	ZNF214
0	0	0	0	0	0	0	NLRP14
0	0	0	0	0	0	0	RBMXL2
0	0	0	0	0	0	0	RP11-324J3.1
0	0	0	0	0	0	0	SYT9
0	0	0	0	0	0	0	CTD-2516F10.2
0	0	0	0	0	0	0	OLFML1
0	0	0	1	2	0	0	PPFIBP2
0	0	0	0	0	0	0	CTD-2516F10.4
0	0	0	0	0	0	0	CYB5R2
0	0	0	0	0	0	0	RP11-35J10.5
0	0	0	0	0	0	0	RP11-35J10.4
0	0	0	0	0	0	0	OR5P2
0	0	0	0	0	0	0	OR5P3
0	0	0	0	0	0	0	OR10A6
0	0	0	0	0	0	0	OR10A3
0	0	0	0	2	0	0	NLRP10
3994	4892	4063	4240	4560	4269	3706	EIF3F
0	0	0	0	0	0	0	RP11-236J17.3
0	0	0	0	0	0	0	TUB
0	0	0	0	0	0	0	RP11-236J17.6
4	0	2	1	3	0	1	RIC3
1	1	0	2	1	1	0	RP11-379P15.1
0	0	0	0	0	0	0	LMO1
0	0	0	0	0	0	0	STK33
27	26	28	42	23	49	19	TRIM66
2	1	1	1	1	1	1	RP11-152H18.4
5974	7513	6299	6755	7447	6875	5927	RPL27A
0	3	1	0	1	7	4	ST5
0	0	0	0	0	0	0	RP11-152H18.3
0	0	0	0	0	0	0	RP11-318C2.1
100	90	59	115	106	121	86	AKIP1
0	0	0	0	0	0	0	C11orf16
0	0	0	0	0	0	0	ASCL3
2782	1874	1678	1782	1861	1761	2006	TMEM9B
12	9	9	11	6	13	12	TMEM9B-AS1
2367	2118	1735	1962	2079	1953	2114	NRIP3
0	1	2	0	1	1	0	RP11-467K18.2
1	2	0	1	3	0	2	SCUBE2
44	57	49	53	51	38	67	DENND5A
500	268	210	228	274	246	296	TMEM41B
176	118	78	127	101	128	129	IPO7
0	0	0	0	0	0	0	CTD-2371O3.2
2	1	1	1	0	1	0	AC132192.1
615	593	556	597	539	573	625	ZNF143
169	105	74	95	115	95	120	WEE1
21	16	7	11	14	22	25	SWAP70
0	0	4	1	0	1	1	RP11-540A21.2
8	8	9	5	4	15	6	SBF2-AS1
3	2	10	8	3	4	1	SBF2
0	0	0	0	0	0	0	RP11-1H15.2
0	0	0	0	0	0	0	RP11-748C4.1
0	0	0	0	0	0	0	RP11-351I24.1
1	2	0	7	6	1	2	ADM
399	413	342	401	374	376	368	AMPD3
182	169	140	148	168	184	180	MTRNR2L8
278	196	195	188	230	199	224	RNF141
0	0	0	0	0	0	0	MRVI1-AS1
0	0	0	0	0	0	0	LYVE1
0	1	0	0	0	0	3	MRVI1
1121	924	808	936	922	999	956	CTR9
0	0	0	0	0	0	0	RP11-685M7.5
7818	6583	5832	6153	6483	6508	7061	EIF4G2
1	3	2	0	0	1	0	RP11-685M7.3
308	161	142	152	198	188	247	ZBED5
31	28	22	27	21	37	34	ZBED5-AS1
2	2	0	0	0	1	0	CTD-2003C8.2
0	0	0	0	0	1	0	RP11-179A10.1
0	0	0	0	0	0	0	CTD-3224I3.3
0	0	0	0	2	2	0	GALNT18
4	9	5	3	2	3	6	CSNK2A3
0	0	0	0	0	0	0	RP11-567I13.1
0	0	0	0	0	0	0	RP11-483L5.1
0	0	0	0	0	0	0	AC131935.1
1049	836	797	804	840	822	1006	USP47
2	0	0	2	0	0	0	DKK3
0	0	0	0	0	0	0	RP13-631K18.2
0	0	0	0	0	0	0	RP13-631K18.3
0	0	0	0	1	0	0	RP13-631K18.5
2905	2952	2543	2524	2692	2554	2728	MICAL2
0	0	0	0	0	0	0	RP11-265D17.2
85	90	91	81	93	68	85	MICALCL
0	0	0	0	2	1	1	PARVA
0	0	0	0	0	0	0	RP11-51B23.3
65	53	31	56	38	38	43	TEAD1
0	0	0	0	0	3	1	RP11-47J17.3
0	0	0	0	1	0	0	RP11-47J17.2
11	12	6	13	11	10	7	LINC00958
0	0	0	0	0	0	0	CTC-497E21.3
0	0	0	0	0	0	0	CTC-497E21.5
187	162	128	136	170	170	184	ARNTL
152	127	94	123	115	94	100	BTBD10
0	0	0	0	0	0	0	PTH
480	280	214	246	285	276	295	FAR1
0	0	0	0	0	0	0	RP11-98J9.1
0	0	0	0	0	0	0	RP11-98J9.2
0	0	0	0	0	0	0	RP11-98J9.3
0	0	0	0	0	0	0	RP11-231N3.1
0	0	0	0	0	0	0	RP11-21L19.1
1	0	1	1	0	0	0	RRAS2
1256	945	746	849	921	897	944	COPB1
229	124	102	100	144	125	148	PSMA1
0	0	0	0	0	0	0	PSMA1.1
69	40	39	50	49	45	32	PDE3B
29	42	40	24	57	56	48	CYP2R1
0	0	0	1	0	0	0	CALCB
0	0	0	0	0	0	0	CALCA
0	0	0	0	0	0	0	INSC
0	0	0	0	0	0	0	RP11-531H8.1
0	0	0	0	0	0	0	RP11-531H8.2
0	0	0	0	0	0	0	RP11-396O20.1
0	0	0	0	0	0	0	RP11-396O20.2
0	0	0	0	0	0	0	RP11-222N13.1
807	566	579	662	638	625	676	SOX6
1	1	0	0	0	0	0	CTD-3096P4.1
1383	948	770	858	927	951	1014	C11orf58
0	0	0	0	0	0	0	PLEKHA7
10089	8082	7485	7478	8090	7902	8041	RPS13
156	120	100	132	123	123	127	PIK3C2A
103	111	67	95	88	133	101	NUCB2
12	4	7	5	5	14	8	NCR3LG1
4	0	2	1	1	0	1	RP1-239B22.5
0	0	0	0	0	0	0	KCNJ11
0	0	0	0	2	0	0	ABCC8
0	0	0	0	0	0	0	USH1C
0	0	0	0	0	0	0	OTOG
0	0	0	0	0	0	0	RP11-358H18.3
0	0	0	0	0	0	0	RP11-358H18.2
0	0	0	0	0	0	0	MYOD1
0	0	0	0	0	0	0	KCNC1
29	30	43	54	69	51	37	SERGEF
0	0	0	0	0	0	0	TPH1
54	60	34	44	52	42	50	SAAL1
0	1	0	0	0	0	0	MRGPRX3
0	0	0	0	0	0	0	RP11-113D6.6
0	0	0	0	0	0	0	MRGPRX4
0	0	0	0	0	0	0	RP11-113D6.10
0	0	0	0	0	0	0	SAA4
0	0	0	0	0	0	0	SAA2
0	0	0	0	0	0	0	SAA1
106	81	73	96	90	103	69	HPS5
567	392	295	370	379	385	385	GTF2H1
284	228	231	263	259	282	246	LDHA
0	0	0	0	0	0	0	LDHC
0	0	0	1	2	1	2	LDHAL6A
2526	2305	1859	2074	2153	2042	2357	TSG101
104	42	42	52	51	60	60	UEVLD
453	355	330	358	381	352	405	SPTY2D1
25	30	33	44	39	26	23	TMEM86A
0	1	0	0	0	0	1	IGSF22
0	0	0	0	0	0	0	RP11-1081L13.4
0	0	0	0	0	0	0	PTPN5
0	0	0	0	0	0	0	MRGPRX1
0	0	0	0	0	0	0	RP11-583F24.8
0	0	0	0	0	0	0	MRGPRX2
24	9	12	15	20	12	17	ZDHHC13
0	0	0	0	0	0	1	CSRP3
0	0	0	0	0	0	0	RP11-428C19.4
17	16	13	2	7	15	8	E2F8
0	0	0	0	0	0	0	RP11-428C19.5
0	2	0	0	0	0	1	NAV2
0	0	0	0	0	0	0	NAV2-AS5
0	0	0	0	0	0	0	NAV2-AS4
0	0	0	0	0	0	0	RP11-359E10.1
0	0	0	0	1	0	0	NAV2-AS3
0	0	0	0	0	0	0	NAV2-AS2
0	0	0	0	0	0	0	NAV2-AS1
0	0	0	0	0	0	0	DBX1
467	413	356	356	444	408	422	HTATIP2
664	467	415	399	477	466	588	PRMT3
0	0	0	0	0	0	0	SLC6A5
0	0	0	0	0	0	0	NELL1
0	0	0	0	0	0	0	RP11-701I24.3
0	0	0	0	0	0	0	RP11-670N15.1
0	0	0	0	0	0	0	CTD-2019O4.1
14	10	9	5	9	22	13	ANO5
0	0	0	0	0	0	0	CTD-3064C13.1
0	0	0	0	0	0	0	CTD-2140G10.2
0	0	0	0	0	0	0	SLC17A6
0	0	0	0	0	0	0	CTD-2140G10.4
0	0	0	0	0	0	0	CTD-2140G10.1
0	0	0	0	0	0	0	RP11-34N19.1
52	25	32	25	41	27	27	FANCF
0	0	0	0	0	0	0	AC103801.2
0	0	0	0	0	0	0	GAS2
364	186	198	198	209	224	244	SVIP
0	0	0	0	0	0	0	RP11-17A1.3
0	0	0	0	0	0	0	CCDC179
0	0	0	0	0	0	0	RP11-266A24.1
0	0	0	0	0	0	0	RP11-945A11.1
0	0	0	0	0	0	0	RP11-945A11.2
0	0	0	0	0	0	0	RP11-2F20.1
0	0	0	0	0	0	0	LUZP2
0	0	0	0	0	0	0	RP11-405K6.1
0	0	0	0	0	0	0	RP11-20J1.1
0	0	0	0	0	0	0	CTD-2507G9.1
0	0	0	0	0	0	0	ANO3
0	0	0	0	0	0	0	RP11-430L3.1
0	0	0	0	0	0	0	MUC15
0	0	0	0	0	0	0	SLC5A12
0	0	0	0	0	0	0	FIBIN
0	0	0	0	0	0	0	BBOX1
0	0	0	0	0	1	0	RP11-1L12.3
72	73	42	57	51	71	65	CCDC34
87	50	49	58	61	78	95	LGR4
0	0	0	0	0	1	0	RP11-159H22.2
670	255	278	275	305	285	352	LIN7C
3	1	0	2	1	1	1	BDNF-AS
0	0	0	0	0	0	0	LINC00678
2	1	0	0	0	1	0	BDNF
1	0	0	1	1	0	0	RP11-406D1.2
138	91	77	81	78	94	94	KIF18A
88	78	77	59	61	58	82	METTL15
0	0	0	0	0	0	1	RP11-22P4.1
0	0	0	0	0	0	0	RP11-22P4.2
0	0	0	0	0	0	0	RP11-960D24.1
0	0	0	0	0	0	0	RP11-115J23.1
0	0	0	0	0	0	0	RP11-466I1.1
0	0	0	0	0	0	0	RP11-460B17.3
0	0	0	0	0	0	0	RP11-460B17.2
0	0	0	0	0	0	0	CTD-3012A18.1
0	0	0	0	0	0	0	RP5-1027O15.1
1	2	0	0	0	0	0	CTD-3138F19.1
0	0	0	0	0	0	0	RP11-215H22.1
0	0	0	0	0	0	0	KCNA4
3	2	4	0	1	2	5	RP11-624D11.2
0	0	0	0	0	0	0	FSHB
427	254	206	282	294	301	357	ARL14EP
0	0	0	0	0	0	0	MPPED2
0	0	0	0	0	0	0	RP4-710M3.2
0	0	0	0	0	0	0	RP5-1024C24.1
0	0	2	0	0	0	0	DCDC1
0	0	0	0	0	0	0	RP1-296L11.1
7	8	4	3	7	19	4	DNAJC24
122	90	78	86	95	90	108	IMMP1L
342	212	203	200	214	198	229	ELP4
1	1	0	1	0	1	2	Z83001.1
8	3	2	4	1	7	5	PAX6
0	0	0	0	0	0	0	Z83307.3
2	5	4	3	8	5	2	RCN1
0	0	0	0	0	0	0	RP1-17K7.2
0	0	0	0	0	0	0	RP1-17K7.3
0	0	0	0	0	0	0	RP1-65P5.3
0	0	0	0	0	0	0	RP1-65P5.5
0	1	4	0	4	7	3	WT1
16	14	8	27	19	28	7	WT1-AS
1445	1282	1011	1151	1172	1245	1226	EIF3M
0	0	0	0	0	0	0	CCDC73
7	2	2	0	5	2	2	PRRG4
26	17	7	14	18	11	9	QSER1
13	1	4	12	7	9	13	DEPDC7
67	66	74	46	48	61	76	TCP11L1
106	66	49	61	63	71	70	CSTF3
2	0	2	0	1	0	0	CSTF3-AS1
492	316	226	257	282	300	345	HIPK3
0	0	0	0	0	0	0	KIAA1549L
0	0	0	0	0	0	0	RP4-541C22.5
0	0	0	0	0	0	0	C11orf91
2615	2614	2287	2273	2360	2300	2465	CD59
750	558	463	490	516	520	480	FBXO3
0	0	0	0	0	0	0	RP11-646J21.5
0	0	0	1	0	0	0	RP11-646J21.6
0	0	0	0	0	0	0	RP11-646J21.3
0	0	0	0	0	0	0	RP11-646J21.4
0	0	0	0	0	0	0	RP11-646J21.2
150	137	129	132	162	143	121	LMO2
8	10	3	8	6	8	6	AC132216.1
2674	2346	2007	2127	2138	2275	2376	CAPRIN1
285	296	247	243	282	296	227	NAT10
11	7	2	2	2	2	4	ABTB2
24052	24638	20855	21248	21477	22113	22701	CAT
0	0	0	0	0	0	0	ELF5
0	0	0	0	0	0	0	RP4-594L9.2
0	0	0	0	0	0	0	RP11-350D17.2
0	0	0	0	0	0	0	EHF
96	50	44	49	49	59	66	APIP
327	227	197	279	242	294	253	PDHX
0	0	0	0	0	0	0	AL356215.1
0	0	0	0	0	0	0	RP4-607I7.1
2090	1988	1686	1887	2138	1885	1927	CD44
0	0	2	1	0	0	1	RP1-68D18.4
0	0	0	0	1	0	0	SLC1A2
0	1	0	0	0	0	0	RP1-68D18.3
0	0	0	0	0	0	0	RP4-683L5.1
0	0	0	0	0	0	0	PAMR1
0	0	0	0	0	0	0	RP5-945I17.2
0	1	0	0	0	0	0	FJX1
0	0	0	0	0	0	0	RP1-276E15.1
82	52	65	51	84	56	52	TRIM44
0	0	0	0	1	0	0	RP11-698N11.2
8	9	6	6	8	5	10	LDLRAD3
2	2	0	0	2	2	0	LINC00610
217	257	221	262	227	232	260	COMMD9
0	0	0	0	0	0	0	PRR5L
0	0	0	0	0	0	0	RP11-514F3.4
0	0	0	0	0	0	0	RP11-219O3.2
435	373	266	325	399	369	411	TRAF6
0	0	0	0	0	0	0	RAG1
1	0	0	0	0	0	0	RAG2
145	151	123	149	151	169	160	C11orf74
0	0	0	0	0	0	0	RP11-159D8.1
69	118	87	99	72	100	87	RP11-63D14.1
0	0	0	0	0	0	0	RP11-277K23.1
0	0	0	0	0	0	0	RP11-64I17.1
0	0	0	0	1	0	0	LRRC4C
0	0	0	0	0	0	0	RP11-63C8.1
0	0	0	0	0	0	0	RP11-124G5.3
0	0	0	0	0	0	0	RP11-375D13.2
0	0	0	0	0	0	0	RP11-375D13.4
0	0	0	0	0	0	0	RP11-375D13.3
0	0	0	0	0	0	0	RP11-148I19.1
0	0	0	0	0	0	0	CTD-2572N17.1
960	661	579	591	614	726	727	API5
5	4	6	4	6	4	4	RP11-484D2.2
1378	1312	1110	1174	1262	1280	1533	TTC17
0	0	0	0	2	0	0	RP11-484D2.5
196	103	70	110	104	99	122	HSD17B12
0	0	0	1	0	0	0	RP11-613D13.5
129	150	122	142	135	162	140	ALKBH3
1	1	2	2	2	0	4	ALKBH3-AS1
0	0	0	0	0	0	0	C11orf96
1	0	0	0	0	0	0	RP11-613D13.8
0	0	0	0	0	0	0	ACCSL
21	17	10	19	14	22	11	ACCS
291	267	227	255	281	230	225	EXT2
1	0	0	2	0	2	0	ALX4
0	0	0	0	0	0	0	RP11-58K22.1
744	944	772	854	741	746	638	CD82
0	0	0	1	0	0	0	RP11-58K22.5
0	0	2	0	0	1	1	RP11-58K22.4
0	0	0	0	0	0	0	RP11-45A12.1
0	0	0	0	0	0	0	RP11-45A12.2
14	29	21	8	24	18	12	TSPAN18
0	0	1	0	1	0	0	TP53I11
0	0	0	0	0	0	0	AC068858.1
139	115	126	121	161	137	152	PRDM11
1	2	0	1	0	0	1	CTD-2560E9.3
0	0	0	0	2	0	0	SYT13
0	0	0	0	0	0	0	CTD-2560E9.5
0	0	0	0	0	0	0	RP11-430H10.1
0	0	0	0	0	1	0	RP11-430H10.2
0	0	0	0	0	0	0	RP11-430H10.4
0	0	0	0	0	0	0	RP11-430H10.3
0	0	0	0	0	0	0	RP11-958J22.3
0	0	0	0	0	0	0	CHST1
0	0	0	0	0	0	0	RP11-495O11.1
0	0	0	0	0	0	0	CTD-2210P24.1
0	0	0	0	0	0	0	CTD-2210P24.2
0	0	0	0	0	0	0	CTD-2210P24.3
0	0	0	0	0	0	0	CTD-2210P24.4
104	129	98	134	111	124	95	SLC35C1
0	0	0	0	0	0	0	CTD-2210P24.6
404	551	414	515	515	507	466	CRY2
1	1	1	1	0	5	0	MAPK8IP1
0	0	0	0	0	0	0	RP11-618K13.2
0	0	1	0	0	0	2	C11orf94
357	428	375	442	384	422	306	PEX16
1	0	0	0	0	0	0	GYLTL1B
511	557	439	531	554	551	563	PHF21A
2	0	0	1	2	4	0	RP11-702F3.1
0	0	0	0	0	0	0	RP11-702F3.3
0	0	0	0	0	0	0	RP11-702F3.4
2	0	1	1	0	1	0	CTD-2589M5.5
2	0	3	0	0	1	3	CTD-2589M5.4
67	72	54	107	75	71	81	CREB3L1
46	49	52	44	61	39	47	DGKZ
2	2	1	0	2	2	1	MDK
9	10	16	6	16	9	19	CHRM4
1041	1112	1052	1092	1076	1059	1055	AMBRA1
146	130	96	126	143	150	156	HARBI1
2544	2883	2467	2724	2825	2612	2613	ATG13
184	262	193	251	195	226	163	ARHGAP1
117	153	115	131	157	119	121	ZNF408
0	0	0	1	1	0	1	F2
832	811	694	791	863	738	783	CKAP5
0	2	1	2	1	1	1	LRP4-AS1
0	0	0	0	0	0	0	LRP4
118	172	101	167	120	120	118	C11orf49
2	0	0	0	4	0	0	RP11-390K5.3
1416	1662	1366	1534	1659	1651	1421	ARFGAP2
2	2	0	1	2	0	3	PACSIN3
1046	1218	1014	1137	1275	1171	1140	DDB2
2	0	1	2	2	0	1	RP11-17G12.2
132	195	141	152	164	170	183	ACP2
43	56	46	45	56	45	39	NR1H3
182	237	154	208	281	273	249	MADD
0	0	0	2	0	0	1	RP11-17G12.3
0	1	0	0	0	0	0	MYBPC3
1	4	4	4	5	8	3	SPI1
1	0	1	0	0	0	0	RP11-750H9.5
110	121	105	112	133	133	128	SLC39A13
1447	1824	1479	1821	1746	1708	1411	PSMC3
1	0	0	1	0	3	1	RAPSN
1206	1151	1023	835	911	957	1037	CELF1
592	737	591	682	746	588	609	NDUFS3
9	19	8	9	15	14	9	PTPMT1
52	51	55	56	67	65	54	KBTBD4
0	0	0	0	0	0	0	KBTBD4.1
0	0	0	0	0	0	0	FAM180B
0	0	0	0	1	0	0	C1QTNF4
857	878	746	834	832	818	879	MTCH2
2	8	1	3	4	2	2	AGBL2
188	164	109	130	184	215	222	FNBP4
256	252	184	217	176	276	208	NUP160
19	10	10	13	15	7	13	PTPRJ
0	0	0	2	1	0	0	AC103828.1
0	0	0	0	0	0	0	OR4B1
0	0	0	0	0	0	0	OR4X2
0	0	0	0	0	0	0	OR4X1
0	0	0	0	0	0	0	OR4S1
0	0	0	0	0	0	0	OR4C3
0	0	0	0	0	0	0	OR4C5
0	0	0	0	0	0	0	OR4A47
